post_id,user_id,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
1rkhfy,5827,72,1,1.89,81.54,8.95,12,6.94,98.61,65.28,20.83,13.89,13.89,0,0,0,0,6.94,0,12.5,13.89,15.28,6.94,11.11,22.22,4.17,2.78,4.17,2.78,5.56,6.94,2.78,4.17,0,1.39,2.78,8.33,0,1.39,0,0,16.67,2.78,4.17,0,1.39,8.33,1.39,1.39,1.39,0,0,1.39,0,1.39,0,0,1.39,1.39,0,0,0,0,1.39,19.44,0,8.33,0,4.17,4.17,0,0,0,0,0,0,2.78,2.78,0,0,0,0,18.06,9.72,1.39,0,0,0,0,0,0,6.94,0,0
1samek,5827,111,5.23,8.84,42.2,13.56,15.86,12.61,97.3,65.77,22.52,16.22,15.32,0,0,0,0.9,6.31,1.8,13.51,11.71,9.91,8.11,6.31,27.93,1.8,0,0,1.8,1.8,4.5,1.8,2.7,0,0,2.7,10.81,0,0,0,0,18.92,1.8,0.9,7.21,0.9,5.41,2.7,2.7,0,2.7,0,3.6,0,3.6,0,0,1.8,0.9,0,0,0,0.9,4.5,20.72,0,7.21,1.8,3.6,1.8,0,0.9,0,0,0,0,0.9,0,0.9,0,0,0,12.61,6.31,0.9,0,0,0,0,0,0,5.41,0,0
1y8qrw,5827,65,3.37,1.63,91.48,1,9.29,13.85,100,66.15,23.08,16.92,16.92,0,0,0,0,6.15,0,15.38,9.23,13.85,7.69,7.69,21.54,7.69,3.08,0,3.08,3.08,10.77,3.08,7.69,0,3.08,4.62,6.15,0,0,0,0,16.92,0,0,3.08,1.54,12.31,1.54,4.62,1.54,3.08,0,4.62,1.54,3.08,0,0,4.62,0,0,1.54,3.08,0,3.08,15.38,3.08,13.85,0,4.62,9.23,0,0,0,0,0,0,1.54,1.54,0,0,0,0,21.54,10.77,6.15,0,0,0,0,0,0,4.62,0,0
22ukyi,5827,80,1,1,97.21,1,11.43,12.5,97.5,66.25,31.25,21.25,21.25,0,0,0,0,10,2.5,8.75,11.25,11.25,11.25,2.5,26.25,1.25,0,2.5,0,1.25,12.5,2.5,10,1.25,1.25,6.25,6.25,0,0,0,0,23.75,2.5,2.5,6.25,3.75,2.5,6.25,0,0,0,0,1.25,0,1.25,0,0,2.5,0,0,0,1.25,1.25,2.5,25,0,8.75,1.25,5,2.5,0,0,0,0,0,2.5,0,0,0,0,0,0,18.75,8.75,2.5,0,0,0,0,0,0,7.5,0,0
2417x5,5827,68,1.42,11.97,28.81,1,11.33,5.88,100,67.65,29.41,17.65,17.65,0,0,0,0,11.76,0,13.24,14.71,8.82,8.82,2.94,27.94,2.94,0,0,1.47,2.94,8.82,1.47,7.35,1.47,0,4.41,8.82,0,0,0,0,14.71,1.47,1.47,4.41,4.41,2.94,0,1.47,0,1.47,0,1.47,0,1.47,0,0,0,0,0,0,0,0,1.47,29.41,1.47,2.94,0,1.47,1.47,0,0,0,0,0,2.94,1.47,0,0,0,0,0,14.71,8.82,0,0,0,0,0,0,0,5.88,0,0
2cvk1b,5827,30,3.09,1,99,25.77,10,6.67,100,66.67,23.33,20,20,0,0,0,0,3.33,0,16.67,10,16.67,3.33,10,20,10,3.33,0,6.67,3.33,6.67,3.33,3.33,0,3.33,0,3.33,0,0,0,0,13.33,0,3.33,0,0,10,0,0,0,0,0,10,0,10,0,0,3.33,0,0,3.33,0,0,0,20,0,20,3.33,13.33,3.33,0,0,0,0,0,0,0,0,0,0,0,0,23.33,20,0,0,0,0,0,0,0,3.33,0,0
2hmb98,5827,89,3.42,3.64,66.74,3.83,8.9,3.37,98.88,66.29,20.22,16.85,14.61,0,2.25,0,0,3.37,4.49,12.36,13.48,11.24,11.24,6.74,22.47,3.37,1.12,2.25,4.49,4.49,8.99,3.37,5.62,1.12,1.12,4.49,5.62,0,0,0,0,13.48,2.25,1.12,1.12,0,5.62,3.37,4.49,0,4.49,0,2.25,0,2.25,0,0,4.49,1.12,0,0,3.37,0,3.37,20.22,0,4.49,0,4.49,0,0,0,0,0,1.12,0,1.12,1.12,0,0,0,0,14.61,11.24,0,0,0,0,0,0,0,3.37,0,0
2j15i8,5827,127,17,2.49,79.69,39.87,14.11,12.6,100,56.69,20.47,16.54,16.54,0,0,0,0,3.94,3.15,11.81,7.09,7.87,6.3,7.09,29.92,2.36,1.57,0.79,3.15,3.15,7.09,3.94,3.15,0,0.79,1.57,8.66,0,0.79,1.57,0,22.83,1.57,2.36,5.51,3.15,6.3,4.72,7.87,0.79,6.3,0.79,1.57,0,1.57,0,0,7.87,1.57,3.15,0.79,3.15,0,2.36,23.62,0.79,8.66,2.36,1.57,4.72,1.57,0.79,0,0,0,2.36,0.79,0,0,0,0.79,0,18.11,7.09,5.51,0,0,0,0,0,0,5.51,0,0
2no5i6,5827,46,1,1,80.16,93.61,23,13.04,91.3,67.39,21.74,15.22,15.22,0,0,0,0,6.52,0,10.87,13.04,6.52,10.87,15.22,23.91,2.17,0,0,4.35,0,8.7,6.52,2.17,0,0,2.17,4.35,0,4.35,0,0,13.04,0,2.17,2.17,4.35,2.17,8.7,0,0,0,0,2.17,0,0,0,2.17,6.52,4.35,0,0,2.17,0,2.17,23.91,0,4.35,0,2.17,2.17,0,0,0,0,0,2.17,2.17,0,0,0,2.17,0,15.22,6.52,0,0,0,0,0,0,0,8.7,0,0
2tg3ao,5985,122,32.01,8.18,99,1.13,13.56,16.39,94.26,60.66,20.49,12.3,11.48,0,0,0,0.82,8.2,4.1,15.57,10.66,8.2,2.46,4.92,21.31,1.64,1.64,3.28,2.46,1.64,3.28,0,3.28,0,1.64,0.82,6.56,0.82,0.82,0,0,15.57,7.38,0.82,2.46,1.64,0.82,4.1,0.82,0,0,0.82,1.64,0,1.64,0,0,4.92,2.46,0.82,1.64,0,1.64,6.56,15.57,0,22.13,2.46,10.66,11.48,0,0,0,0,0,2.46,0,0,0,0,0,0,18.85,9.02,4.1,0,0,0.82,0,0,0,1.64,3.28,0
2x7i3p,5985,133,3.53,6.65,81.22,1.63,13.3,10.53,96.24,67.67,24.81,15.04,12.78,0,0,0,2.26,9.77,5.26,9.02,15.79,8.27,7.52,3.76,26.32,4.51,1.5,1.5,0,1.5,7.52,2.26,5.26,3.01,0,0,4.51,1.5,0.75,0,0,14.29,6.77,2.26,0.75,1.5,0.75,3.01,4.51,0,0,4.51,3.01,0,3.01,0,0,6.02,2.26,2.26,1.5,1.5,0,1.5,21.05,4.51,4.51,1.5,1.5,0.75,0.75,0.75,0.75,0.75,0,1.5,0,0,0,0,0,0,18.8,10.53,3.01,0,0,0,0,0,0,5.26,0,0
356koh,5985,278,34.02,6.56,98.96,1,30.89,20.86,91.37,56.83,18.35,12.59,12.23,0,0,0,0.36,5.76,4.68,13.31,11.15,5.4,6.47,2.88,16.55,4.32,3.6,1.08,2.52,1.44,10.07,1.44,8.63,1.08,0.36,3.6,3.96,0.72,0,0,0,14.39,3.96,2.52,1.8,3.96,0.72,3.96,1.44,0,0.36,1.08,1.08,0.36,0.72,0,0,6.83,1.44,1.44,2.88,1.44,1.44,3.6,13.67,1.44,16.55,1.08,4.32,11.87,1.44,0,0,0.36,0,1.8,1.8,0,1.8,0,0,0,15.11,4.32,4.32,0,0,0,0,0.72,0.72,5.04,0,0
p5xob,1215,227,30.21,29.84,79.72,13.77,13.35,16.74,94.27,56.83,18.5,13.22,10.13,0,2.2,0.44,0.44,5.29,4.85,12.33,9.69,5.29,8.37,3.08,16.74,5.73,3.08,2.2,0.44,2.2,9.69,4.41,5.29,0,3.08,0.88,10.57,1.32,1.76,0,0.88,11.45,3.08,0.44,2.2,3.08,0.88,3.52,3.08,1.32,0.88,0.44,6.17,0.88,2.2,3.08,0,7.05,3.96,1.32,2.2,0,0.44,3.52,11.45,0,11.89,0.88,8.37,2.2,2.2,0.44,0.44,0.88,0.88,0.44,2.2,1.32,0,0,0,0.88,18.5,7.49,10.13,0,0,0,0,0,0.88,0,0,0
1vwkv3,1233,111,6.75,8.84,92.7,13.56,13.88,11.71,93.69,62.16,25.23,18.92,16.22,0,0.9,0.9,0.9,6.31,0.9,12.61,11.71,9.91,7.21,0.9,24.32,9.91,6.31,1.8,1.8,1.8,11.71,5.41,6.31,0.9,3.6,0.9,9.01,0,0.9,0.9,0,17.12,2.7,3.6,4.5,2.7,0,6.31,3.6,0,2.7,0.9,3.6,0,1.8,0,0,4.5,2.7,0.9,0.9,0.9,0.9,4.5,13.51,0.9,9.91,2.7,3.6,4.5,0.9,0.9,0,0,0,3.6,0,0,0,0,0,0,30.63,7.21,9.01,0,0,0.9,0,0,3.6,4.5,1.8,3.6
dn4zk,1288,132,82.21,95.2,61.34,54.29,14.67,12.88,87.88,60.61,13.64,9.85,2.27,0,7.58,0,0,3.79,12.88,14.39,8.33,5.3,5.3,2.27,13.64,5.3,0,2.27,0.76,0,6.06,3.79,2.27,0,0,1.52,15.15,0.76,0,0,0,3.79,0.76,0.76,0,0,0.76,1.52,3.03,1.52,0,1.52,3.03,1.52,0,0,0,6.82,2.27,0,3.03,1.52,0,0,10.61,1.52,18.18,3.03,11.36,3.79,0,0.76,1.52,0,0,0,0,0,0,0,0,0,20.45,6.82,8.33,0,0,0,0,1.52,0,0,0,3.79
ujnl5,1318,188,66.94,9.19,99,4.35,23.5,11.17,92.02,58.51,16.49,12.23,11.17,0,0,1.06,0,4.26,6.38,18.09,6.91,6.38,7.45,1.6,16.49,1.06,1.6,1.06,1.6,3.72,5.32,1.6,3.72,1.6,0.53,1.6,4.26,0,1.06,1.06,0,11.17,1.6,0.53,0,3.19,2.66,4.26,2.66,0,0,2.66,2.13,1.6,1.06,0,0,6.91,2.13,1.6,1.6,1.06,0.53,9.04,6.38,0,21.28,2.13,12.77,6.91,1.06,1.06,1.06,0,0,0,2.13,0.53,0,0.53,0.53,0,17.02,8.51,4.26,0,0,0,0,0,0,3.19,1.06,0
2oyc4z,137,254,30.71,11.13,84.8,25.77,13.37,13.78,95.28,62.99,21.65,13.78,11.42,0,0,2.36,0,7.87,3.54,16.54,13.39,5.51,5.12,1.97,20.87,3.54,1.97,2.36,0.79,2.36,7.87,3.54,3.54,0.79,0.79,1.57,5.12,0.39,0,2.76,0.39,14.57,4.72,1.57,3.94,4.33,0.79,3.94,1.97,0.39,0.39,0.79,1.97,0.39,0.39,0,0.39,4.33,1.18,0.39,1.57,1.18,0.39,2.36,14.96,2.36,13.39,2.36,7.09,4.33,3.94,0,0,0,0,1.97,0,0,0,0,0,0,12.99,8.27,1.57,0.39,0,0,0,0,0,2.76,0,0
2o4chi,1419,146,23.05,6.61,98.57,9.1,13.27,17.12,91.1,57.53,20.55,15.75,14.38,1.37,0,0,0,4.79,5.48,10.96,11.64,5.48,6.85,2.74,22.6,2.05,2.05,1.37,0.68,1.37,4.11,1.37,2.74,0,2.05,0,6.16,0.68,1.37,0,0.68,14.38,3.42,0.68,3.42,1.37,1.37,4.11,2.74,1.37,0,1.37,4.79,1.37,2.05,0,1.37,6.16,4.11,0,0.68,1.37,0.68,6.16,12.33,2.05,15.75,4.11,2.05,9.59,0,1.37,0.68,0.68,0,2.05,1.37,1.37,0,0,0,0,15.07,6.85,2.74,0,0,0,0,0,0,5.48,0,0
2v6p4z,1489,124,2.69,16.66,85.77,1.23,13.78,8.87,97.58,57.26,29.03,20.16,13.71,0,5.65,0,0.81,8.87,0.81,8.06,11.29,4.03,6.45,5.65,33.06,2.42,0.81,5.65,1.61,3.23,3.23,0,3.23,2.42,0,0.81,8.87,0.81,0,0,0,29.03,8.06,1.61,8.87,7.26,1.61,4.84,1.61,0.81,0.81,0,2.42,0,2.42,0,0,3.23,0.81,0,2.42,0,0,3.23,29.03,1.61,9.68,1.61,3.23,4.84,2.42,0.81,1.61,0,0,0,0,0,0,0,0,0,23.39,9.68,3.23,0,0,0,0,0,0,8.87,1.61,0
1q8iez,1500,147,4.54,79.29,1.69,2.25,16.33,12.24,95.92,62.59,26.53,21.09,8.84,0,0,12.24,0,5.44,0.68,9.52,13.61,6.12,7.48,0.68,25.85,2.72,0.68,0.68,3.4,2.72,6.8,2.04,4.76,2.72,0,0.68,19.05,0,1.36,0,12.24,10.88,2.72,2.72,2.72,0.68,1.36,1.36,0,0,0,0,4.76,0,3.4,0,0,6.8,2.72,1.36,1.36,0.68,0.68,8.16,15.65,2.04,10.2,2.04,4.76,4.76,0,0,0,0,0,1.36,0,0,0,0,0,0,11.56,8.84,0,0,0,0.68,0,0,0,0,1.36,0.68
15zrrk,152,5,99,99,1,25.77,5,20,100,60,20,0,0,0,0,0,0,20,0,40,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,40,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177j6z,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ke88l,1526,59,14.04,15.45,84.61,1,9.83,16.95,98.31,55.93,20.34,11.86,10.17,0,0,0,1.69,8.47,6.78,5.08,13.56,10.17,3.39,0,23.73,6.78,5.08,1.69,1.69,1.69,13.56,3.39,10.17,0,0,1.69,5.08,0,0,0,0,25.42,1.69,0,6.78,5.08,6.78,5.08,1.69,0,0,1.69,1.69,0,1.69,0,0,8.47,0,3.39,0,6.78,1.69,5.08,18.64,1.69,16.95,1.69,6.78,8.47,0,0,0,0,0,0,1.69,0,1.69,0,0,0,18.64,11.86,5.08,0,0,0,0,0,0,1.69,0,0
2injb4,16,147,22.03,2.47,95.66,16.1,18.38,11.56,95.92,59.86,25.17,17.69,16.33,0,0,0.68,0.68,7.48,4.76,12.24,10.88,4.08,5.44,2.72,21.77,4.76,3.4,0,0.68,2.04,7.48,3.4,4.08,0.68,1.36,1.36,3.4,1.36,0,0,1.36,17.01,2.72,1.36,3.4,2.04,4.76,4.08,0,0,0,0,2.04,0,2.04,0,0,10.2,0.68,6.12,3.4,5.44,0.68,1.36,19.05,2.04,12.24,2.04,5.44,4.76,4.08,0,0,0,0,2.72,0,0,0,0,0,0,14.97,5.44,4.76,0,0,0,0,0,0,4.76,0,0
2s3if4,16,51,68.57,3.89,95.79,1,17,15.69,94.12,56.86,15.69,9.8,9.8,0,0,0,0,5.88,11.76,11.76,3.92,3.92,9.8,3.92,19.61,9.8,9.8,0,0,7.84,5.88,0,5.88,3.92,0,1.96,1.96,0,0,0,0,19.61,5.88,0,0,7.84,1.96,5.88,5.88,3.92,0,1.96,1.96,0,1.96,0,0,1.96,0,0,0,1.96,0,0,15.69,1.96,9.8,0,7.84,1.96,0,0,0,0,0,1.96,0,0,0,0,0,0,15.69,5.88,1.96,0,0,0,0,3.92,0,3.92,0,0
2l3y1m,1610,58,39.74,8.4,69.96,25.77,6.44,13.79,96.55,62.07,29.31,18.97,18.97,0,0,0,0,10.34,3.45,18.97,8.62,3.45,0,5.17,22.41,3.45,0,0,0,0,6.9,3.45,3.45,0,0,1.72,10.34,0,0,0,0,15.52,1.72,1.72,5.17,5.17,1.72,0,0,0,0,0,5.17,0,5.17,0,0,8.62,0,3.45,0,3.45,1.72,1.72,25.86,0,8.62,0,6.9,1.72,1.72,0,0,0,0,0,0,0,0,0,0,0,25.86,15.52,5.17,0,0,0,0,0,0,5.17,0,0
3gfjrc,1690,13,64.27,50,63.54,25.77,6.5,7.69,76.92,46.15,23.08,7.69,7.69,0,0,0,0,15.38,0,15.38,0,7.69,0,0,15.38,0,0,0,0,7.69,0,0,0,0,0,0,7.69,0,0,0,0,15.38,7.69,0,7.69,0,0,0,7.69,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,15.38,0,0,15.38,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,53.85,7.69,7.69,0,0,0,0,7.69,0,0,0,30.77
10lxul,1854,248,12.96,5.36,98.34,3.16,22.55,14.11,96.37,63.71,24.19,18.55,16.53,0,0,0,2.02,5.65,3.23,13.71,10.89,8.06,6.05,4.03,22.98,2.42,2.42,1.61,1.21,1.61,5.65,1.61,4.03,0.4,0.81,2.02,7.26,2.42,0,0,0.81,14.92,4.44,1.21,2.82,1.21,3.23,2.82,4.03,1.21,0.81,2.02,1.61,0,1.21,0,0.4,6.85,2.82,2.82,2.02,0.81,1.21,2.42,19.76,0.81,12.9,2.82,6.05,4.44,3.23,0.4,0.4,0.4,0,0.81,0,0,0,0,0,0,15.73,6.05,4.03,0.4,0,0,0,0,0,5.24,0,0
2jqzr0,370,24,6.55,1,74.76,25.77,12,12.5,100,66.67,12.5,8.33,4.17,0,0,0,4.17,4.17,0,16.67,16.67,4.17,16.67,8.33,29.17,0,0,4.17,0,4.17,0,0,0,0,0,0,4.17,0,0,0,0,41.67,4.17,8.33,16.67,12.5,0,16.67,4.17,4.17,0,0,0,0,0,0,0,4.17,0,4.17,0,0,0,4.17,16.67,0,16.67,8.33,4.17,4.17,0,0,0,0,0,0,0,0,0,0,0,0,41.67,25,12.5,0,0,0,0,0,0,4.17,0,0
10izh0,56,63,15.14,98.62,1.55,55.71,15.75,11.11,92.06,58.73,23.81,23.81,7.94,1.59,1.59,12.7,0,0,0,14.29,11.11,6.35,6.35,1.59,22.22,1.59,1.59,0,4.76,1.59,4.76,3.17,1.59,0,0,1.59,28.57,0,1.59,0,12.7,7.94,1.59,1.59,1.59,3.17,0,0,1.59,0,0,1.59,1.59,0,0,0,0,9.52,6.35,0,1.59,3.17,0,4.76,14.29,4.76,12.7,0,4.76,7.94,0,0,0,0,0,0,0,0,0,0,0,0,12.7,6.35,3.17,0,0,0,0,0,0,0,0,3.17
10t4iz,56,77,1,1.91,98.27,1,9.62,12.99,94.81,59.74,27.27,20.78,19.48,0,0,1.3,0,6.49,0,9.09,12.99,9.09,6.49,6.49,23.38,3.9,1.3,1.3,1.3,2.6,7.79,1.3,6.49,0,0,3.9,10.39,0,1.3,0,1.3,22.08,7.79,0,2.6,6.49,0,5.19,3.9,1.3,0,2.6,0,0,0,0,0,3.9,1.3,0,0,0,2.6,1.3,24.68,0,5.19,0,1.3,3.9,0,0,0,0,0,3.9,0,0,0,0,0,0,14.29,7.79,3.9,0,0,2.6,0,0,0,0,0,0
20baqe,706,60,10.15,96.63,10.08,96.76,60,10,96.67,55,26.67,21.67,6.67,0,3.33,11.67,0,5,0,8.33,6.67,5,6.67,1.67,15,1.67,1.67,0,0,1.67,5,5,0,0,0,0,28.33,0,3.33,0,15,18.33,6.67,0,6.67,5,0,5,0,0,0,0,1.67,1.67,0,0,0,15,8.33,0,13.33,1.67,0,1.67,18.33,1.67,13.33,5,8.33,0,1.67,0,0,0,0,0,0,0,0,0,0,0,13.33,10,0,0,0,0,0,0,0,0,0,3.33
jtl3c,967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
l04em,967,242,14.13,19.28,95.19,4.64,17.29,14.88,94.63,58.26,19.42,14.05,11.57,0.41,0.41,0.83,0.83,5.37,4.96,11.57,9.5,8.68,9.92,4.55,23.97,3.31,2.07,1.24,0.83,1.24,7.02,2.48,4.55,1.24,0.83,2.48,11.57,1.24,0.83,2.07,1.24,15.29,3.31,2.48,1.65,2.07,2.89,4.13,3.31,0.83,1.24,1.24,2.07,0,1.24,0.83,0,8.68,2.89,0,2.07,3.31,0.41,1.65,20.25,1.24,14.46,1.65,4.55,8.26,0.41,1.24,0.41,0,0,0.83,3.31,0.83,0.41,0.41,0.83,0.41,23.55,9.5,1.65,0.41,0.41,0,0.83,0,1.65,7.44,0,1.65
ldqrc,967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lsvp2,967,58,68.4,11.39,97.46,1,19.33,12.07,93.1,55.17,17.24,12.07,12.07,0,0,0,0,5.17,8.62,12.07,5.17,3.45,8.62,0,17.24,1.72,1.72,0,0,3.45,12.07,3.45,6.9,0,1.72,5.17,3.45,0,0,3.45,0,13.79,3.45,1.72,0,1.72,5.17,1.72,0,0,0,0,3.45,1.72,1.72,0,0,10.34,0,0,5.17,5.17,0,0,17.24,1.72,15.52,1.72,6.9,6.9,0,0,0,0,0,0,5.17,1.72,1.72,0,1.72,0,3.45,3.45,0,0,0,0,0,0,0,0,0,0
lsyjw,967,83,60.25,31.5,62.38,71.06,9.22,10.84,89.16,51.81,18.07,12.05,9.64,0,2.41,0,0,6.02,4.82,15.66,6.02,7.23,6.02,0,20.48,4.82,1.2,0,1.2,2.41,9.64,6.02,3.61,0,0,1.2,7.23,1.2,0,0,1.2,9.64,1.2,0,3.61,2.41,0,3.61,2.41,1.2,1.2,0,3.61,2.41,1.2,1.2,0,3.61,1.2,1.2,0,2.41,0,4.82,13.25,2.41,12.05,2.41,6.02,3.61,1.2,1.2,0,1.2,0,0,3.61,1.2,2.41,0,0,0,18.07,9.64,0,0,0,0,1.2,0,0,0,2.41,4.82
qsg4l,967,94,18.64,1.34,99,1,23.5,7.45,92.55,52.13,21.28,19.15,19.15,0,0,0,0,2.13,3.19,10.64,3.19,5.32,13.83,3.19,15.96,3.19,4.26,2.13,0,1.06,11.7,3.19,8.51,0,3.19,2.13,5.32,0,0,0,0,11.7,2.13,1.06,1.06,1.06,2.13,4.26,8.51,2.13,4.26,2.13,3.19,1.06,1.06,0,1.06,6.38,3.19,1.06,6.38,0,0,0,15.96,0,13.83,2.13,3.19,8.51,1.06,3.19,1.06,1.06,0,2.13,2.13,1.06,1.06,0,0,0,8.51,5.32,3.19,0,0,0,0,0,0,0,0,0
1peiqz,967,140,29.95,4.35,84.71,15.69,14,18.57,92.86,56.43,16.43,11.43,11.43,0,0,0,0,5,5.71,11.43,10.71,5,8.57,4.29,20.71,2.14,0.71,2.14,0,2.86,9.29,4.29,5,0.71,0,2.86,3.57,0,0,0,0,11.43,2.14,0,2.14,2.14,1.43,5,3.57,2.86,0,0.71,5,0,5,0,0,8.57,1.43,2.86,2.86,2.14,0,2.86,19.29,0.71,10.71,1.43,6.43,2.86,5.71,0,0.71,0,0,0,0,0,0,0,0,0,17.86,9.29,1.43,0,0,0.71,0,0,0,5,1.43,0
2u33ew,981,332,6.36,3.34,99,8.03,13.28,10.84,96.69,64.76,22.89,17.47,16.27,0,0,0,1.2,5.42,4.52,11.45,13.55,8.13,8.13,5.12,21.08,3.92,3.92,2.11,1.2,1.81,5.12,1.81,3.31,0.3,0.9,0.9,8.13,0.3,0.6,0.3,0,15.66,3.01,0.9,2.11,2.71,3.61,5.12,2.41,0.6,0.9,0.9,0.9,0,0.9,0,0.3,6.02,1.81,0.9,1.2,1.2,1.51,4.52,16.87,0.9,16.27,1.51,5.72,9.04,1.2,0.9,0.9,0,0,0,0,0,0,0,0,0,25.3,8.73,6.33,0,0,0.3,0,0.3,0,7.83,1.2,0.6
13nhsu,46078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148e5t,46078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14kz60,46078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14l2np,46078,48,2.55,10.58,91.31,4.56,6.86,14.58,100,64.58,31.25,14.58,12.5,0,2.08,0,0,16.67,2.08,10.42,10.42,4.17,6.25,8.33,22.92,2.08,2.08,0,0,6.25,6.25,2.08,4.17,0,2.08,2.08,14.58,0,0,0,0,12.5,0,0,0,0,4.17,8.33,6.25,0,6.25,0,2.08,2.08,0,0,0,6.25,2.08,2.08,2.08,2.08,0,2.08,16.67,0,8.33,0,4.17,4.17,4.17,0,0,0,0,0,0,0,0,0,0,0,27.08,14.58,0,2.08,0,0,0,0,0,10.42,0,0
15x84a,46078,41,16.48,1,99,1,13.67,19.51,97.56,65.85,26.83,17.07,14.63,0,2.44,0,0,9.76,2.44,14.63,12.2,0,7.32,4.88,17.07,0,0,0,0,2.44,7.32,0,7.32,0,2.44,4.88,2.44,0,0,0,0,29.27,7.32,2.44,0,12.2,0,12.2,7.32,0,0,7.32,0,0,0,0,0,2.44,0,2.44,0,0,0,0,17.07,0,7.32,0,4.88,2.44,0,0,0,0,0,2.44,0,0,0,0,0,0,17.07,2.44,9.76,0,0,2.44,2.44,0,0,0,0,0
16ggvk,46078,6,1.8,4.8,98.01,25.77,6,16.67,100,33.33,16.67,16.67,16.67,0,0,0,0,0,0,0,0,16.67,16.67,0,16.67,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67,0,0,0,0,0,16.67,0,0,16.67,0,0,0,0,0,16.67,0,16.67,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,83.33,0,0,0,0,0,0,0,0,0,16.67
188g8a,46078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19l8yf,46078,25,72.8,65.56,20.24,25.77,12.5,20,96,48,12,4,4,0,0,0,0,8,8,12,12,4,0,4,24,4,0,0,4,4,0,0,0,0,0,0,12,4,0,4,0,8,0,0,8,0,0,0,0,0,0,0,4,0,4,0,0,12,8,0,0,4,0,0,20,0,20,0,8,12,0,4,12,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,4,0,0
